bit_value	bit_name	test
1	Averted Fate
2	Invulnerability
4	Hasted Action
8	Mossbody
16	Radiant Fear +0 (?, Dominions 3)
32	Water Shield
64	Trample (?, Dominions 3)
128	Magic Power
256	<Unknown>
512	<Unknown>
1024	Pretender (?, Dominions 3)
2048	Soul Vortex
4096	Earth Power
8192	Storm Power
16384	Charged Body
32768	Fire Shield
65536	Mistform
131072	Hell Power
262144	Fire Power
524288	Water Power
1048576	Nature Power
2097152	<Unknown>
4194304	Twiceborn
8388608	Returning
16777216	Mirrored Image
33554432	Unholy Power
67108864	Inner Sun
134217728	Phoenix Pyre
268435456	Astral Shield
536870912	Manikin Regeneration
1073741824	Dragon Mastery
2147483648	<Unknown>
4294967296	<Unknown>
8589934592	<Unknown>
17179869184	Stygian Skin (?)
34359738368	<Unknown>
68719476736	Reinvigoration
137438953472	<Unknown>
274877906944	<Unknown>
549755813888	<Unknown>
1099511627776	<Unknown>
2199023255552	<Unknown>
4398046511104	<Unknown>
8796093022208	<Unknown>
17592186044416	<Unknown>
35184372088832	<Unknown>
70368744177664	<Unknown>
140737488355328	<Unknown>
281474976710656	<Unknown>
562949953421312	<Unknown>
1125899906842624	<Unknown>
2251799813685248	<Unknown>
4503599627370496	<Unknown>
9007199254740992	<Unknown>
18014398509481984	<Unknown>
36028797018963968	<Unknown>
72057594037927936	<Unknown>
144115188075855872	<Unknown>
288230376151711744	<Unknown>
576460752303423488	<Unknown>
1152921504606846976	<Unknown>
2305843009213693952	<Unknown>
4611686018427387904	<Unknown>
